doi,themeID,group,section,existence,fulfillment
10.1016/j.MEATsci.2022.108776,Attributes of Production Culture,4,Discussion,0.5,NA
10.1016/j.MEATsci.2022.108941,Attributes of Production Culture,5,Body,1,NA
10.3389/fsufs.2023.1160458,Biodiversity Impacts,7,Other (Write),0.5,NA
10.1038/s41538-022-00172-0,Biodiversity Impacts,2,Introduction,1,0.5
10.1038/s41538-022-00172-0,Biodiversity Impacts,4,Introduction,1,1
10.1038/s41538-022-00172-0,Biodiversity Impacts,4,Introduction,0.5,1
10.1038/s41538-022-00172-0,Biodiversity Impacts,3,Introduction,0.5,NA
10.1038/s41538-022-00172-0,Biodiversity Impacts,3,Introduction,0.5,1
10.1038/s41538-022-00172-0,Biodiversity Impacts,3,Introduction,1,NA
10.1038/s41538-022-00172-0,Biodiversity Impacts,3,Introduction,1,1
10.3390/nu11081904,Biodiversity Impacts,3,Introduction,1,0.5
10.3390/conservation3020021,Biodiversity Impacts,1,Abstract,1,0.5
10.3390/conservation3020021,Biodiversity Impacts,3,Introduction,1,0.5
10.3390/conservation3020021,Biodiversity Impacts,14,Conclusion,1,0.5
10.3389/fnut.2020.00148,Biodiversity Impacts,3,Introduction,1,0.5
10.1371/journal.pone.0221129,Biodiversity Impacts,7,Introduction,1,1
10.3390/foods13091358,Biodiversity Impacts,2,Introduction,1,0.5
10.22434/IFAMR2022.0017,Biodiversity Impacts,14,Results and Discussion,1,0.5
10.3389/fsufs.2024.1294390,Biodiversity Impacts,1,Introduction,1,NA
10.3390/su12114377,Biodiversity Impacts,4,Background,1,NA
10.3390/su12114377,Biodiversity Impacts,7,Conclusion,1,NA
10.3390/su12114377,Biodiversity Impacts,8,Conclusion,0,0
10.3389/fnut.2023.1196475,Biodiversity Impacts,5,Introduction,1,NA
10.3390/gels8020094,Biodiversity Impacts,3,Abstract,1,0
10.3390/gels8020094,Biodiversity Impacts,3,Introduction,1,0
10.3390/gels8020094,Biodiversity Impacts,3,Abstract,1,0.5
10.3390/gels8020094,Biodiversity Impacts,3,Introduction,1,0.5
10.1007/s11626-024-00971-7,Biodiversity Impacts,1,Introduction,1,0.5
10.1016/j.fufo.2024.100297,Biodiversity Impacts,3,Introduction,1,NA
10.1016/j.fufo.2024.100297,Biodiversity Impacts,4,Introduction,1,0.5
10.3828/extr.2022.11,Biodiversity Impacts,7,Other (Write),1,-0.5
10.3390/nu15214649,Biodiversity Impacts,2,Introduction,1,0.5
10.1111/faf.12541,Biodiversity Impacts,1,Abstract,1,-0.5
10.1111/faf.12541,Biodiversity Impacts,2,Introduction,0.5,NA
10.1111/faf.12541,Biodiversity Impacts,15,Discussion,1,0.5
10.3390/su141912501,Biodiversity Impacts,5,Introduction,1,1
10.1007/s11569-018-0330-0,Biodiversity Impacts,10,Discussion,1,NA
10.1108/BFJ-01-2018-0025,Biodiversity Impacts,2,Introduction,1,NA
10.3390/nu13041284,Biodiversity Impacts,3,Introduction,1,0.5
10.1038/s41538-021-00121-3,Biodiversity Impacts,3,Introduction,1,0.5
10.3390/foods10112537,Biodiversity Impacts,1,Abstract,1,0.5
10.1016/j.ijbiomac.2024.134242,Biodiversity Impacts,2,Introduction,1,0.5
10.1111/japp.12056,Biodiversity Impacts,4,Introduction,1,1
10.3390/su15129253,Biodiversity Impacts,1,Introduction,1,0.5
10.1016/j.techfore.2023.122797,Biodiversity Impacts,2,Introduction,1,0.5
10.1177/14413582241235414,Biodiversity Impacts,1,Introduction,1,0.5
10.1016/j.geoforum.2021.10.001,Biodiversity Impacts,1,Introduction,1,0.5
10.1016/j.jclepro.2022.130593,Biodiversity Impacts,3,Introduction,1,0.5
10.1017/S1867299X00003585,Biodiversity Impacts,5,Body,1,0.5
10.7717/peerj.4939,Biodiversity Impacts,2,Conclusion,1,0.5
10.1016/j.jclepro.2023.137119,Biodiversity Impacts,2,Introduction,1,0.5
10.1108/BFJ-09-2022-0751,Biodiversity Impacts,1,Introduction,0.5,NA
10.3390/biom12111697,Biodiversity Impacts,3,Introduction,1,NA
10.1016/j.fbio.2021.100986,Biodiversity Impacts,3,Introduction,1,0.5
10.1016/j.MEATsci.2022.108941,Biodiversity Impacts,7,Body,0.5,NA
10.1007/s10640-023-00780-8,Biodiversity Impacts,1,Introduction,1,0.5
10.3390/app12105155,Biodiversity Impacts,4,Discussion,1,0.5
10.3390/su151511722,Biodiversity Impacts,4,Introduction,1,0.5
10.1016/j.appet.2022.106307,Biodiversity Impacts,1,Introduction,1,NA
10.1016/j.appet.2023.107025,Biodiversity Impacts,1,Introduction,1,0.5
10.1016/j.foodpol.2022.102337,Biodiversity Impacts,5,Background,1,0.5
10.1016/j.foodqual.2021.104368,Biodiversity Impacts,3,Introduction,1,0.5
10.3390/foods11223740,Biodiversity Impacts,1,Introduction,1,0.5
10.1016/j.bbrc.2024.150784,Biodiversity Impacts,2,Introduction,1,0.5
10.1016/j.foodqual.2022.104787,Biodiversity Impacts,1,Introduction,1,0.5
10.3390/foods8100521,Biodiversity Impacts,2,Introduction,1,0.5
10.3390/socsci11120567,Biodiversity Impacts,2,Introduction,1,NA
10.1080/15528014.2022.2027688,Biodiversity Impacts,2,Introduction,1,0.5
10.1007/s10640-020-00484-3,Biodiversity Impacts,1,Abstract,1,NA
10.1007/s10640-020-00484-3,Biodiversity Impacts,2,Introduction,1,NA
10.1007/s10640-020-00484-3,Biodiversity Impacts,3,Body,1,NA
10.1152/ajpcell.00231.2024,Cell Maintenance,1,Abstract,1,0.5
10.1152/ajpcell.00231.2024,Cell Maintenance,2,Introduction,1,0.5
10.1152/ajpcell.00231.2024,Cell Maintenance,3,Discussion,1,0.5
10.1038/s41598-018-28746-7,Cell Maintenance,1,Abstract,1,0
10.1038/s41598-018-28746-7,Cell Maintenance,2,Abstract,1,0.5
10.1038/s41598-018-28746-7,Cell Maintenance,4,Introduction,1,0
10.1038/s41598-018-28746-7,Cell Maintenance,5,Introduction,1,0.5
10.1038/s41598-018-28746-7,Cell Maintenance,6,Discussion,1,0.5
10.1016/j.fbio.2022.101571,Cell Maintenance,1,Abstract,1,0.5
10.1016/j.fbio.2022.101571,Cell Maintenance,2,Introduction,1,NA
10.1016/j.fbio.2022.101571,Cell Maintenance,3,Discussion,0.5,0.5
10.1016/j.fbio.2022.101571,Cell Maintenance,5,Conclusion,1,0.5
10.3390/foods13040563,Cell Maintenance,5,Conclusion,0.5,0.5
10.1016/j.ifset.2024.103734,Cell Maintenance,9,Discussion,0.5,1
10.1016/j.ifset.2024.103734,Cell Maintenance,11,Conclusion,0.5,0.5
10.1016/j.crfs.2024.100841,Cell Maintenance,3,Introduction,1,NA
10.1016/j.crfs.2024.100841,Cell Maintenance,5,Introduction,1,NA
10.1016/j.crfs.2024.100841,Cell Maintenance,6,Discussion,1,NA
10.3390/foods13091358,Cell Maintenance,1,Abstract,1,0
10.1016/j.crbiot.2024.100241,Cell Maintenance,2,Results and Discussion,1,0.5
10.1016/j.devcel.2021.11.022,Cell Maintenance,1,Abstract,0,0.5
10.1016/j.devcel.2021.11.022,Cell Maintenance,4,Discussion,0,0.5
10.3390/foods12142645,Cell Maintenance,12,Discussion,1,0.5
10.3390/foods12142645,Cell Maintenance,12,Results and Discussion,1,0.5
10.3390/foods12142645,Cell Maintenance,12,Discussion,1,NA
10.3390/foods12142645,Cell Maintenance,12,Results and Discussion,1,NA
10.1111/faf.12541,Cell Maintenance,3,Body,1,NA
10.1007/s12015-023-10535-z,Cell Maintenance,2,Discussion,0.5,NA
10.1007/s12015-023-10535-z,Cell Maintenance,3,Conclusion,0,0.5
10.3390/foods12142682,Cell Maintenance,1,Abstract,1,0.5
10.3390/foods12142682,Cell Maintenance,3,Introduction,1,NA
10.3390/foods12142682,Cell Maintenance,5,Introduction,0.5,0.5
10.1016/j.foodhyd.2017.05.036,Cell Maintenance,2,Introduction,1,NA
10.3390/foods12142645,Cell Maintenance,9,Discussion,0.5,0.5
10.3390/foods12142645,Cell Maintenance,9,Results and Discussion,0.5,0.5
10.1038/s41598-024-59767-0,Cell Maintenance,1,Abstract,1,0.5
10.1038/s41598-024-59767-0,Cell Maintenance,2,Introduction,1,0.5
10.1038/s41598-024-59767-0,Cell Maintenance,3,Discussion,1,0.5
10.1038/s41598-024-59767-0,Cell Maintenance,4,Conclusion,1,0.5
10.1016/j.scitotenv.2022.158051,Cell Maintenance,8,Results and Discussion,1,NA
10.3390/jfb14040218,Cell Maintenance,1,Abstract,0.5,NA
10.3390/jfb14040218,Cell Maintenance,4,Introduction,1,0.5
10.3390/jfb14040218,Cell Maintenance,7,Conclusion,1,0.5
10.5851/kosfa.2020.e39,Cell Maintenance,1,Abstract,1,0.5
10.5851/kosfa.2020.e39,Cell Maintenance,3,Introduction,1,0.5
10.1016/j.ijbiomac.2024.134242,Cell Maintenance,4,Conclusion,1,0.5
10.1016/j.foodhyd.2024.110156,Cell Maintenance,4,Discussion,1,0.5
10.1016/j.heliyon.2024.e38006,Cell Maintenance,5,Discussion,1,NA
10.1002/bit.27469,Cell Maintenance,8,Results and Discussion,1,NA
10.1002/bit.27469,Cell Maintenance,10,Discussion,1,0.5
10.3390/ani12233328,Cell Maintenance,1,Abstract,1,0.5
10.3390/ani12233328,Cell Maintenance,2,Introduction,1,NA
10.3390/ani12233328,Cell Maintenance,3,Discussion,1,0.5
10.3390/ani12233328,Cell Maintenance,4,Conclusion,1,0.5
10.1038/s41467-023-44001-8,Cell Maintenance,1,Abstract,1,0.5
10.1038/s41467-023-44001-8,Cell Maintenance,4,Introduction,1,0.5
10.1038/s41467-023-44001-8,Cell Maintenance,6,Discussion,1,0.5
10.1038/s41538-019-0054-8,Cell Maintenance,6,Discussion,0.5,NA
10.3389/fsufs.2024.1341151,Cell Maintenance,5,Results and Discussion,1,0.5
10.3389/fsufs.2024.1341151,Cell Maintenance,5,Introduction,1,0.5
10.1353/con.2013.0013,Cell Maintenance,4,Body,0.5,-0.5
10.3390/foods12142713,Cell Maintenance,3,Introduction,1,0.5
10.1021/acs.jafc.4c06474,Cell Maintenance,3,Introduction,1,0.5
10.1016/j.foodres.2024.114138,Cell Maintenance,3,Introduction,1,NA
10.1016/j.foodres.2024.114138,Cell Maintenance,4,Results and Discussion,0.5,NA
10.1016/j.fbio.2021.100986,Cell Maintenance,7,Discussion,1,NA
10.1186/s13568-022-01397-8,Cell Maintenance,4,Discussion,1,0.5
10.1038/s42003-023-05583-7,Cell Maintenance,7,Discussion,1,NA
10.3390/cells10092499,Cell Sources and Differentiation,2,Abstract,1,NA
10.3390/cells10092499,Cell Sources and Differentiation,3,Introduction,1,NA
10.1016/j.biomaterials.2022.121649,Cell Sources and Differentiation,4,Introduction,1,NA
10.3390/conservation3020021,Cell Sources and Differentiation,12,Discussion,0.5,NA
10.1016/j.biomaterials.2021.121155,Cell Sources and Differentiation,4,Introduction,1,NA
10.1016/j.crfs.2024.100841,Cell Sources and Differentiation,3,Introduction,1,NA
10.1016/j.crfs.2024.100841,Cell Sources and Differentiation,5,Introduction,1,NA
10.1016/j.crfs.2024.100841,Cell Sources and Differentiation,6,Discussion,1,NA
10.1016/j.crbiot.2024.100241,Cell Sources and Differentiation,2,Results and Discussion,1,0.5
10.1016/j.crbiot.2024.100241,Cell Sources and Differentiation,3,Conclusion,1,0.5
10.3389/fsufs.2023.1134100,Cell Sources and Differentiation,7,Other (Write),1,NA
10.3390/cells13020135,Cell Sources and Differentiation,2,Abstract,1,0.5
10.3390/cells13020135,Cell Sources and Differentiation,6,Conclusion,1,0.5
10.1007/s11626-024-00971-7,Cell Sources and Differentiation,2,Introduction,1,NA
10.1007/s11626-024-00971-7,Cell Sources and Differentiation,3,Discussion,1,0.5
10.1007/s11626-024-00971-7,Cell Sources and Differentiation,6,Conclusion,1,0.5
10.3389/fnut.2023.1197111,Cell Sources and Differentiation,3,Introduction,0.5,NA
10.1016/j.scitotenv.2023.164988,Cell Sources and Differentiation,5,Conclusion,0,0.5
10.1111/faf.12541,Cell Sources and Differentiation,3,Body,1,NA
10.1111/faf.12541,Cell Sources and Differentiation,6,Body,1,NA
10.1016/j.foodres.2022.111561,Cell Sources and Differentiation,1,Abstract,1,0.5
10.1016/j.foodres.2022.111561,Cell Sources and Differentiation,3,Introduction,1,0.5
10.1039/d1fo04340d,Cell Sources and Differentiation,2,Introduction,1,0.5
10.1016/j.foodhyd.2022.107632,Cell Sources and Differentiation,4,Introduction,1,NA
10.1007/s12015-023-10535-z,Cell Sources and Differentiation,2,Discussion,0.5,NA
10.3390/foods12142682,Cell Sources and Differentiation,4,Introduction,0.5,0.5
10.3390/foods12142645,Cell Sources and Differentiation,9,Discussion,0.5,0.5
10.3390/foods12142645,Cell Sources and Differentiation,9,Results and Discussion,0.5,0.5
10.1016/j.foodres.2022.111952,Cell Sources and Differentiation,3,Introduction,1,0.5
10.1016/j.foodres.2022.111952,Cell Sources and Differentiation,4,Conclusion,1,0.5
10.1038/s41598-024-59767-0,Cell Sources and Differentiation,1,Abstract,1,0.5
10.1038/s41598-024-59767-0,Cell Sources and Differentiation,2,Introduction,1,0.5
10.1038/s41598-024-59767-0,Cell Sources and Differentiation,3,Discussion,1,0.5
10.1038/s41598-024-59767-0,Cell Sources and Differentiation,4,Conclusion,1,0.5
10.3389/fsufs.2019.00128,Cell Sources and Differentiation,7,Body,1,NA
10.1016/j.scitotenv.2022.158051,Cell Sources and Differentiation,8,Results and Discussion,1,NA
10.1016/j.scitotenv.2022.158051,Cell Sources and Differentiation,13,Conclusion,1,NA
10.1016/j.fbio.2024.103819,Cell Sources and Differentiation,2,Conclusion,1,NA
10.3390/jfb14040218,Cell Sources and Differentiation,4,Introduction,1,0.5
10.5851/kosfa.2024.e27,Cell Sources and Differentiation,3,Introduction,1,0.5
10.1016/j.biomaterials.2021.121267,Cell Sources and Differentiation,1,Introduction,1,0
10.1016/j.biomaterials.2022.121602,Cell Sources and Differentiation,1,Abstract,1,0.5
10.1016/j.heliyon.2024.e38006,Cell Sources and Differentiation,1,Abstract,1,0.5
10.1016/j.heliyon.2024.e38006,Cell Sources and Differentiation,4,Introduction,1,0.5
10.5851/kosfa.2024.e72,Cell Sources and Differentiation,2,Introduction,1,0.5
10.5851/kosfa.2024.e72,Cell Sources and Differentiation,3,Results and Discussion,1,0.5
10.3390/foods11213364,Cell Sources and Differentiation,3,Conclusion,0.5,0.5
10.1038/s41598-024-68247-4,Cell Sources and Differentiation,4,Discussion,1,NA
10.1016/j.biomaterials.2022.121543,Cell Sources and Differentiation,2,Introduction,1,NA
10.1038/s41467-021-25236-9,Cell Sources and Differentiation,4,Discussion,1,NA
10.1002/bit.27469,Cell Sources and Differentiation,10,Discussion,1,0.5
10.3390/ani12233328,Cell Sources and Differentiation,1,Abstract,1,0.5
10.3390/ani12233328,Cell Sources and Differentiation,2,Introduction,1,NA
10.3390/ani12233328,Cell Sources and Differentiation,3,Discussion,1,0.5
10.3390/ani12233328,Cell Sources and Differentiation,4,Conclusion,1,0.5
10.1038/s41467-023-44001-8,Cell Sources and Differentiation,3,Introduction,1,NA
10.1038/s41467-023-44001-8,Cell Sources and Differentiation,6,Discussion,1,0.5
10.1038/s41538-024-00257-y,Cell Sources and Differentiation,5,Discussion,1,NA
10.1016/j.fbio.2022.101766,Cell Sources and Differentiation,1,Abstract,1,0.5
10.1016/j.fbio.2022.101766,Cell Sources and Differentiation,3,Introduction,1,0.5
10.1016/j.fbio.2022.101766,Cell Sources and Differentiation,4,Discussion,1,NA
10.1016/j.fbio.2022.101766,Cell Sources and Differentiation,5,Discussion,1,0.5
10.1016/j.fbio.2022.101766,Cell Sources and Differentiation,6,Conclusion,1,0.5
10.1016/j.bbrc.2023.10.018,Cell Sources and Differentiation,2,Abstract,1,0.5
10.1016/j.bbrc.2023.10.018,Cell Sources and Differentiation,5,Results and Discussion,1,0.5
10.1038/s41538-019-0054-8,Cell Sources and Differentiation,6,Discussion,0.5,NA
10.3390/biom12060838,Cell Sources and Differentiation,4,Introduction,1,NA
10.3389/fsufs.2024.1341151,Cell Sources and Differentiation,5,Results and Discussion,1,0.5
10.3389/fsufs.2024.1341151,Cell Sources and Differentiation,5,Introduction,1,0.5
10.3389/fsufs.2024.1341151,Cell Sources and Differentiation,6,Conclusion,1,0.5
10.3389/fsufs.2024.1341151,Cell Sources and Differentiation,6,Introduction,1,0.5
10.1021/acs.jafc.3c06919,Cell Sources and Differentiation,1,Abstract,1,NA
10.1021/acs.jafc.3c06919,Cell Sources and Differentiation,3,Introduction,1,0.5
10.1021/acs.jafc.3c06919,Cell Sources and Differentiation,4,Discussion,1,0.5
10.1016/j.biomaterials.2022.121543,Cell Sources and Differentiation,3,Introduction,1,NA
10.3389/fnut.2024.1315555,Cell Sources and Differentiation,2,Abstract,1,0.5
10.3389/fnut.2024.1315555,Cell Sources and Differentiation,4,Introduction,1,NA
10.1021/acssynbio.3c00216,Cell Sources and Differentiation,1,Abstract,1,0.5
10.1021/acssynbio.3c00216,Cell Sources and Differentiation,2,Introduction,1,NA
10.1038/s41598-023-40800-7,Cell Sources and Differentiation,1,Abstract,1,0.5
10.1038/s41598-023-40800-7,Cell Sources and Differentiation,4,Conclusion,1,-0.5
10.5851/kosfa.2020.e51,Cell Sources and Differentiation,1,Abstract,1,0.5
10.5851/kosfa.2020.e51,Cell Sources and Differentiation,2,Results and Discussion,1,0.5
10.1016/j.foodres.2022.111459,Cell Sources and Differentiation,1,Abstract,1,NA
10.1016/j.foodres.2022.111459,Cell Sources and Differentiation,3,Introduction,1,0.5
10.1016/j.foodres.2022.111459,Cell Sources and Differentiation,4,Discussion,1,0.5
10.3390/gels10080488,Cell Sources and Differentiation,2,Introduction,1,0.5
10.3390/gels10080488,Cell Sources and Differentiation,4,Conclusion,1,0.5
10.1021/acs.jafc.4c06474,Cell Sources and Differentiation,3,Introduction,1,0.5
10.7717/peerj.4939,Cell Sources and Differentiation,1,Introduction,1,0.5
10.7717/peerj.4939,Cell Sources and Differentiation,3,Conclusion,0.5,1
10.1038/s42003-022-03852-5,Cell Sources and Differentiation,4,Introduction,1,0.5
10.1038/s42003-022-03852-5,Cell Sources and Differentiation,5,Discussion,1,1
10.1038/s42003-022-03852-5,Cell Sources and Differentiation,8,Discussion,1,1
10.1016/j.foodres.2024.114138,Cell Sources and Differentiation,1,Abstract,1,NA
10.1016/j.foodres.2024.114138,Cell Sources and Differentiation,3,Introduction,1,NA
10.1016/j.foodres.2024.114138,Cell Sources and Differentiation,4,Results and Discussion,0.5,NA
10.1016/j.foodres.2024.114138,Cell Sources and Differentiation,5,Conclusion,1,0.5
10.1021/acs.jafc.2c08004,Cell Sources and Differentiation,5,Introduction,1,0.5
10.3390/ma10121404,Cell Sources and Differentiation,4,Introduction,1,NA
10.1016/j.fbio.2021.100986,Cell Sources and Differentiation,7,Discussion,1,NA
10.1016/j.foodchem.2023.137098,Cell Sources and Differentiation,4,Results and Discussion,1,0.5
10.3389/fnut.2023.1297926,Cell Sources and Differentiation,4,Discussion,1,1
10.1016/j.MEATsci.2013.04.036,Cell Sources and Differentiation,2,Body,1,NA
10.1016/j.gene.2023.147979,Cell Sources and Differentiation,2,Introduction,1,0.5
10.1016/j.gene.2023.147979,Cell Sources and Differentiation,3,Discussion,1,0.5
10.1016/j.isci.2022.105822,Cell Sources and Differentiation,4,Discussion,1,1
10.1016/j.foodres.2023.112606,Cell Sources and Differentiation,1,Abstract,1,0.5
10.1016/j.foodres.2023.112606,Cell Sources and Differentiation,3,Introduction,1,0.5
10.1016/j.foodres.2023.112606,Cell Sources and Differentiation,5,Discussion,1,0.5
10.1016/j.bbrc.2024.150784,Cell Sources and Differentiation,1,Abstract,1,0.5
10.1016/j.bbrc.2024.150784,Cell Sources and Differentiation,2,Introduction,1,0.5
10.1016/j.bbrc.2024.150784,Cell Sources and Differentiation,3,Results and Discussion,1,0.5
10.1021/acsbiomaterials.2c00093,Cell Sources and Differentiation,3,Introduction,1,0.5
10.1021/acsbiomaterials.2c00093,Cell Sources and Differentiation,5,Discussion,1,0.5
10.1021/acsbiomaterials.2c00093,Cell Sources and Differentiation,6,Conclusion,1,0.5
10.1021/acsbiomaterials.3c01500,Cell Sources and Differentiation,4,Conclusion,1,0.5
10.3390/foods8100521,Cell Sources and Differentiation,3,Introduction,1,0.5
10.1016/j.foodres.2021.110786,Cell Sources and Differentiation,1,Abstract,0.5,0.5
10.1016/j.foodres.2021.110786,Cell Sources and Differentiation,4,Results and Discussion,1,0.5
10.1016/j.foodres.2021.110786,Cell Sources and Differentiation,6,Conclusion,1,1
10.1016/j.biomaterials.2022.121650,Cell Sources and Differentiation,2,Introduction,1,NA
10.1016/j.biomaterials.2022.121650,Cell Sources and Differentiation,3,Discussion,1,0.5
10.1016/j.foodres.2023.113660,Cell Sources and Differentiation,5,Conclusion,1,1
10.1002/advs.202202877,Cell Sources and Differentiation,2,Introduction,1,NA
10.1002/advs.202202877,Cell Sources and Differentiation,3,Results and Discussion,1,1
10.1002/advs.202202877,Cell Sources and Differentiation,4,Conclusion,1,1
10.1038/s41538-021-00122-2,Cell Sources and Differentiation,1,Abstract,1,0.5
10.1038/s41538-021-00122-2,Cell Sources and Differentiation,2,Introduction,1,0.5
10.1038/s41538-021-00122-2,Cell Sources and Differentiation,3,Discussion,1,0.5
10.1007/s00018-024-05457-z,Cell Sources and Differentiation,1,Abstract,1,NA
10.1007/s00018-024-05457-z,Cell Sources and Differentiation,2,Introduction,1,NA
10.1038/s42003-023-05583-7,Cell Sources and Differentiation,1,Abstract,1,0.5
10.1038/s42003-023-05583-7,Cell Sources and Differentiation,4,Introduction,1,0.5
10.1038/s42003-023-05583-7,Cell Sources and Differentiation,5,Discussion,1,0.5
10.1016/j.foodres.2023.113217,Cell Sources and Differentiation,1,Abstract,1,0.5
10.1016/j.foodres.2023.113217,Cell Sources and Differentiation,3,Introduction,1,0.5
10.1016/j.foodres.2023.113217,Cell Sources and Differentiation,4,Discussion,1,1
10.3389/fnut.2023.1212196,Cell Sources and Differentiation,3,Introduction,1,NA
10.3389/fnut.2023.1212196,Cell Sources and Differentiation,4,Discussion,1,0.5
10.1093/biolre/ioac119,Cell Sources and Differentiation,3,Body,1,1
10.1038/s41538-019-0041-0,Chronic Disease Preevention,4,Introduction,1,0
10.1016/j.appet.2022.106392,Chronic Disease Preevention,2,Introduction,1,0.5
10.1016/j.appet.2022.106392,Chronic Disease Preevention,8,Conclusion,0.5,0
10.1016/j.foodpol.2020.101931,Chronic Disease Preevention,3,Introduction,0.5,0.5
10.3390/cells13010041,Chronic Disease Preevention,2,Abstract,1,0.5
10.3390/cells13010041,Chronic Disease Preevention,3,Introduction,1,0.5
10.1007/s10806-019-09759-2,Chronic Disease Preevention,5,Other (Write),1,-1
10.3390/cells13010041,Chronic Disease Preevention,7,Conclusion,1,0.5
10.1016/j.foodpol.2022.102307,Chronic Disease Preevention,3,Introduction,1,0.5
10.1016/j.foodpol.2022.102307,Chronic Disease Preevention,5,Conclusion,1,NA
10.1186/s40100-023-00278-3,Chronic Disease Preevention,2,Introduction,1,NA
10.1002/fft2.165,Chronic Disease Preevention,2,Introduction,0.5,0.5
10.1007/s11569-018-0330-0,Chronic Disease Preevention,7,Discussion,0,NA
10.1016/j.MEATsci.2022.108964,Chronic Disease Preevention,1,Introduction,0.5,NA
10.1177/2514848620963125,Chronic Disease Preevention,2,Body,1,0.5
10.1016/j.foodhyd.2024.110156,Chronic Disease Preevention,1,Introduction,1,0.5
10.1016/j.foodhyd.2024.110156,Chronic Disease Preevention,3,Discussion,1,NA
10.1080/00036846.2024.2408035,Chronic Disease Preevention,5,Introduction,1,0.5
10.1007/s10943-017-0403-3,Chronic Disease Preevention,6,Background,1,1
10.1016/j.foodpol.2022.102376,Chronic Disease Preevention,6,Background,0.5,0.5
10.1353/con.2013.0013,Chronic Disease Preevention,2,Introduction,1,0.5
10.1016/j.geoforum.2021.10.001,Chronic Disease Preevention,1,Introduction,1,0.5
10.1016/j.geoforum.2021.10.001,Chronic Disease Preevention,5,Background,1,NA
10.1038/s41598-024-61458-9,Chronic Disease Preevention,1,Introduction,1,0.5
10.1111/1477-9552.12467,Chronic Disease Preevention,1,Introduction,1,0.5
10.1016/j.foodpol.2022.102337,Chronic Disease Preevention,4,Background,1,0.5
10.1016/j.foodpol.2022.102337,Chronic Disease Preevention,11,Results and Discussion,1,0.5
10.1016/j.foodqual.2021.104368,Chronic Disease Preevention,2,Introduction,0.5,NA
10.1016/j.foodqual.2021.104368,Chronic Disease Preevention,3,Introduction,1,0.5
10.3390/foods11223740,Chronic Disease Preevention,1,Introduction,1,0.5
10.1007/s10806-009-9226-x,Chronic Disease Preevention,2,Introduction,1,NA
10.1007/s10806-009-9226-x,Chronic Disease Preevention,8,Body,1,0.5
10.1111/risa.13279,Chronic Disease Preevention,7,Introduction,1,NA
10.3389/fnut.2023.1043618,Chronic Disease Preevention,1,Introduction,1,0.5
10.3389/fpsyg.2023.1021891,Chronic Disease Preevention,1,Introduction,1,NA
10.1016/j.ymben.2020.07.011,Chronic Disease Preevention,1,Abstract,1,0.5
